Id,Title,CCLI,Themes,Notes,Last Scheduled Date,Song Tag 1,Song Tag 2,Song Tag 3,Song Tag 4,Arrangement 1 Name,Arrangement 1 BPM,Arrangement 1 Length,Arrangement 1 Notes,Arrangement 1 Keys,Arrangement 1 Chord Chart,Arrangement 1 Chord Chart Key,Arrangement 1 Tag 1,Arrangement 1 Tag 2,Arrangement 1 Tag 3,Arrangement 2 Name,Arrangement 2 BPM,Arrangement 2 Length,Arrangement 2 Notes,Arrangement 2 Keys,Arrangement 2 Chord Chart,Arrangement 2 Chord Chart Key,Arrangement 2 Tag 1,Arrangement 2 Tag 2,Arrangement 2 Tag 3,Arrangement 3 Name,Arrangement 3 BPM,Arrangement 3 Length,Arrangement 3 Notes,Arrangement 3 Keys,Arrangement 3 Chord Chart,Arrangement 3 Chord Chart Key,Arrangement 3 Tag 1,Arrangement 3 Tag 2,Arrangement 3 Tag 3,Arrangement 4 Name,Arrangement 4 BPM,Arrangement 4 Length,Arrangement 4 Notes,Arrangement 4 Keys,Arrangement 4 Chord Chart,Arrangement 4 Chord Chart Key,Arrangement 4 Tag 1,Arrangement 4 Tag 2,Arrangement 4 Tag 3
1970350,Come now is the time to worship,,"","Intro guitars (D2) , Ladies start Verse-EN, Parts at Ch, Unison V-ROM , CH-ROM, CH-EN ,  Modulate to E (Come)","June 23, 2021","","","","",Default Arrangement,102,0,"Instr (Guitars) intro, band build gradualy, Ladies start first verse, ch, Vs 2 - ROM, CHx2, Mod to E @ ""Come..."" , CHx2, END.",D-E,"",,"","","",,,,,,,,,,,,,,,,,,,,,
1970351,Da chiar in curand,,"","","August 26, 2020","","","","",Default Arrangement,70,0,"Band starts (Piano leads) gospel feel, sporatic, lots of space (melody), Vocals continue(EN, Rom), Big ending",G,"",,Language: Romanian,Speed: Medium,"",,,,,,,,,,,,,,,,,,,,,
1970352,De frica eu nu stiu,,"","","August 18, 2021","","","","",Default Arrangement,104,240,"Synth + Guitar Solo, CH , Vs1, Ch x2, V2, Ch x2, Go to Ab  (using |Db  Eb| ) , End coda ""De mana m-a luat (Fm) x2",G-Ab,"",,Language: Romanian,"",Style: Evangelism,,,,,,,,,,,,,,,,,,,,,
1970355,Doamne astazi vin,,"","Instrumental (CH - melody - start on C), V1, CHx2 , V2 , Chx2","January 19, 2022","","","","",Default Arrangement,72,0,"Instrumental (CH - melody - start on C), V1, CHx2 , V2 , Chx2",G,"",G,Language: Romanian,Speed: Medium,Style: Evangelism,,,,,,,,,,,,,,,,,,,,,
1970357,Doamne da-ne-ntelepciune,,"","softly start the Chorus (all soft-unison), All band comes in at the VS, Continue as written, Key change at the last CH.","November 03, 2021","","","","",Default Arrangement,68,225,"start strong with  the Chorus (Parts), Continue as written",F,"",G,Language: Romanian,Speed: Slow,"",,,,,,,,,,,,,,,,,,,,,
1970359,Domnul este bun,,"","","March 09, 2014","","","","",Default Arrangement,,0,"Intro instrumental  (chords from the verse)   follow as written,end with the 1st Verse again,  follow leader for ending.",F,"",G,Language: Romanian,"","",,,,,,,,,,,,,,,,,,,,,
1970360,Dragostea Ta,,"","","November 07, 2021","","","","",Default Arrangement,62,344,"Intro (KB+ drums), Pety Solo - V1 (kb+shaker) - All vocals unison ""Ce scump am fost...."", CH -All vocal parts+ guitars  (drums build softly) , Intro, V2 (Full DR kit), CHx2, Dropped CH, Key change - G  - CH",F-G,"Intro:  |F / / /|Eb2 / / /|F / / /|Eb2 / / /|    x2

VERSE1: 
       F                 Eb2   
	    Te văd întins pe lemn 
       F                Eb2  
	    Văd cuiele in pălmi
              F/A         Bb2            Csus4 / C /
       Ce scump am fost în ochii tăi
       F         Dm  Eb2    
	    Văd   rănile    adânci
       F       Dm      Eb2    
	     Suspinul   ți-l aud
                F/A        Bb2           Csus4 / C /
	Ce scump am fost în ochii tăi

CHORUS:                                                                             CHORUS (in G )
	        F/A   Bb2     Csus4 / C /                                       |G/B  / C2  /|Dsus4 / D /|  
	Este Dra - gostea   Ta
       F/A    Bb2    Csus4 / C /                                               |G/B  / C2  /|Dsus4 / D /|  
	Ce    m-a    iertat
                 Dm7        C#dim7                                            |: |Em7 / D#dim7 /|
	Azi revars-o din plin
       Em7b5  Aaug  A7   Dm7                                              |F#m7b5  * Baug  * B7   * Em7 /|
	Să          pot       să   simt 
               Bb        F/C  Gm/C      F     (Eb2)                         |C /  D/G Am/D |G / / /| :|(drop Tag)
	Ce mare e     dra - gostea    Ta
                           (F/C   Csus4   Dsus4 / D / ) > (go to G/B)

Interlude:  |(F) / / /|Eb2 / / /|F / / /|Eb2 / / /|  

VERSE2: 
Încoronat cu spini
Ei te-au batjocorit
Ce scump am fost în ochii tăi
Chiar Tatăl suferea 
Când  Fiul sângera
Ce scump am fost în ochii tăi  

CHORUS X2 > (drop) CHORUS >  Key Change> CHORUS (in G )

TAG:  <i>(Azi revars-o din plin .....) </i> 

 Ending: |(G) / / /|F2 / / /|G/ / /|C2 / / /|  ",F,Language: Romanian,"",Style: Evangelism,,,,,,,,,,,,,,,,,,,,,
1970365,El e Emanuel,,"",With a double time feel (16s - percussion),"December 24, 2021","","","","",Default Arrangement,64,325,"As written, Vs 1 solo",D-E,"",,Language: Romanian,"","",,,,,,,,,,,,,,,,,,,,,
1970367,El vine iar,,"","Hihat +kick (2&4)+Guitars G5 start, Pety keys Intro, All vocal Unison VS1,Parts at CHx2,V2, CH, Bridge transp. to A, CHx2","January 23, 2022","","","","",Default Arrangement,94,0,"INTRO  , v1-All, ch x2,v2-All, Chx2, bridge, KEY CHANGE > A  ch x2.",G-A,"
INTRO | G / / / | C  / / /| G / / / | D / / / | x2

VERSE1:
    G 	                     C2       G           D		 G
Trăim vremi de har ca Ilie cuvântul divin proclamând
					    C2                     G         D        G
Trăim iar în vremea lui Moise, profetul neprihănire primind
   Bm7                  Em7            C                             D   
Deşi zi de zi încercări vin, e foame, ‘ntuneric, război
       G			       C2
Rămânem un glas care strigă-n pustie:
	   G		  D              G
“Pregătiţi calea Domnului Sfânt!”

CHORUS (X2):
   G/D  Am/D   G			     C
El vi ---- ne      iar,  peste nori păşind
			G          Em	     D
Trâmbiţe vestesc un soare strălucind
G/D   Am/D     G			        C
Să-L      slă----vim, e-al îndurării an,
	   G	    D  	    G
Din Sion El ne-a mântuit!

Sunt zilele lui Ezechiel
Când oasele prind viaţă iar;
Sunt zilele-n care ca David, psalmistul 
Un templu de laudă zidim.
Sunt zilele de seceriş sfânt,
Sunt holdele coapte pe camp;
Suntem lucrătorii din via Ta, Doamne
Cuvăntul divin proclamând.

CHORUS (X2)

Bridge (4X):
G                                   C 
  Nimeni nu este ca tine!  Nimeni nu este ca tine!
G                                   D
  Nimeni nu este ca tine!  Nimeni nu este ca tine!
                                                                           ( A   -  -  ) > Key Change
CHORUS in  A  (x2)
TAG 
A/E   Bm/E     A			        D
Să-L      slă----vim, e-al îndurării an,
	   A	     E 	  A
Din Sion El ne-a mântuit!
",G,Language: Romanian,Speed: Fast,"",,,,,,,,,,,,,,,,,,,,,
1970370,You Are My World,3258174,"Prayer, Worship, Singing, Surrender","Piano + Guitar Solo, ROM Vs - Ligia , all vocals come in at ""Si ingerii..., ROM CH x2  (end on Cm6), Piano intro (once), VS ENG, CHx2,  Dropp, ""si ingerii....,  soft CH, CH full band .","March 06, 2022","","","","",Default Arrangement,74,418,"Piano + Guitar Solo, ROM Vs - Ligia , all vocals come in at ""Si ingerii..., ROM CH x2  (end on Cm6), Piano intro (once), VS ENG, CHx2,  Dropp, ""si ingerii....,  soft CH, CH full band .",Em-G,"",,"","","",,,,,,,,,,,,,,,,,,,,,
1970373,Eu cred in vindecarile divine,,"","Vocals Start with the CH, all band comes in on Fm, continue as written, Last 2 Choruses will be in Gm -watch Pety for key change","March 02, 2022","","","","",Default Arrangement,70,0,"Vocals Start with the CH, all band comes in on Fm, continue as written, Last 2 Choruses will be in Gm -watch Pety for key change",Fm-Gm,"",,Language: Romanian,"",Style: Evangelism,,,,,,,,,,,,,,,,,,,,,
1970379,Eu sunt un om,,"","","December 16, 2020","","","","",Default Arrangement,120,0,"",C,"",,Language: Romanian,"","",,,,,,,,,,,,,,,,,,,,,
1970380,Everlasting God,,"","Intro, V (Guys only start) - CH EN, V - Rom (All unison) -Ch Rom, CH ENG","January 26, 2022","","","","",Default Arrangement,110,285,"Intro (Drum beat , guitar) , V (Guys only start) - CH EN (All Vocals Parts) , V - Rom (All unison) -Ch Rom,Instrumental solo(CH Melody), Bridge (Everlasting God) ,  CH ENG.",Bb,"",,"",Speed: Fast,"",,,,,,,,,,,,,,,,,,,,,
1970382,Fall face down,,"","",,"","","","",Default Arrangement,,0,"","","",,"","","",,,,,,,,,,,,,,,,,,,,,
1970383,Blessed be Your Name,,"","","February 23, 2022","","","","",Default Arrangement,120,250,"Intro (Guitars+High Hat),   (Romanian) unison v1+Ch (kick on 2&4), full band at Vs2 , CHx2 ,BRIDGE (ROM), BRIDGE (EN), CH (EN ) x2",A,"",,Language: Romanian+English,Speed: Fast,"",,,,,,,,,,,,,,,,,,,,,
1970387,Forever,,"","","November 24, 2020","","","","",Default Arrangement,120,0,"2 measures in F (not syncopated), Sopranos start, the rest answer, Sing praise- continue all , as written, big break > key change to G","F-G, G","",,"","","",,,,,,,,,,,,,,,,,,,,,
1970388,Glory to God,,"","",,"","","","",Default Arrangement,,0,"","","",,"","","",,,,,,,,,,,,,,,,,,,,,
1970391,Great is the Lord,,"","","August 11, 2013","","","","",Default Arrangement,,0,"","","",,"","","",,,,,,,,,,,,,,,,,,,,,
1970392,"Halleluia, the Lord almighty reigns",,"","",,"","","","",Default Arrangement,,0,"","","",,"","","",,,,,,,,,,,,,,,,,,,,,
1970394,He is Lord,,"","","October 20, 2021","","","","",Default Arrangement,,0,"As practiced: intro,EN-V1 Solo, Ch-unison, interlude, V2 -all, Chorus - parts, Bridge x2,Dropp down ROM - Ch, Bridge, and ""El e Domn""",C,"",,"","","",,,,,,,,,,,,,,,,,,,,,
1970395,Here I am to worship,,"","","September 12, 2021","","","","",Default Arrangement,70,0,"Instrumental (CH Melody),Pety 1st Vs(ROM), CH x2, Solo 2nd verse,  CH, Bridge , change to ENG at 2nd time bridge (last bridge ""I'll never know... + CH English)",G,"",,"","",Style: Evangelism,,,,,,,,,,,,,,,,,,,,,
1970396,Holy is the Lord,,"","","March 30, 2021","","","","",Default Arrangement,84,240,"intro, Vs1 ENG - Leader solo, All come in at PR CH, CH x 2 (vocal parts) , Vs1 Rom - unison, CH ROMx2, Bridge ROM x 2(1st - Unison, 2nd parts) , Drop Pr CH (Together we sing...), Ch x2",G,"",G,"","","",,,,,,,,,,,,,,,,,,,,,
1970398,I could sing of your Love,,"","","May 09, 2021","","","","",Default Arrangement,64,170,"Instrumental CH melody, As written.",E,"",,"","","",,,,,,,,,,,,,,,,,,,,,
1970400,I feel the rain,,"","",,"","","","",Default Arrangement,,0,"","","",,"","","",,,,,,,,,,,,,,,,,,,,,
1970401,I love Jesus,,"","",,"","","","",Default Arrangement,,0,"","","",,"","","",,,,,,,,,,,,,,,,,,,,,
1970404,I will celebrate,,"","Bass+kb start , all band+vocals come in at vs (Rom), Ch1,2 x2, vs (Eng) , Ch1,2 x2,  speed up Aleluia and End.","September 29, 2019","","","","",Default Arrangement,105,210,As practiced,Dm,"",,"","",Style: Evangelism,,,,,,,,,,,,,,,,,,,,,
1970405,I will worship,,"","HiHat + Guitars | F |x2  |Eb |x2  - repeat as needed  , Pety starts Vs-ENG, full band at CH, Vs (Rom) , Ch (rom) + Ch (Eng).","May 09, 2021","","","","",Default Arrangement,104,230,"HiHat + Guitars | F |x2  |Eb |x2  - repeat as needed  , Pety starts Vs-ENG, full band at CH, Vs (Rom) , Ch (rom), Ch (eng)",F,"Intro: |F / / / |- II -|Eb2/F / / /|- II -|Bb/F / / / |- II - |F / / / /|- II -|
V1:
F	
I will worship  (I will worship)
         Eb2
With all of my heart  (With all of my heart)
Bb
I will praise You  (I will praise You)
         F                            Gm7         C
With all of my strength  (All my strength)
F
I will seek You  (I will seek You)
Eb2
All of my days  (All of my days)
Bb
I will follow  (I will follow) 
F                           Gm7          C
All of Your ways  (All Your ways)

    CHORUS (ENG): 
    F                          C
	I will give You all my worship
    Bb                      Gm7        C
	I will give You all my praise.
    F                    C/E
	You alone I long to worship, 
    Bb                      Gm7    C          ( |F / / / |- II -| )       
	You alone are worthy of my praise.    (x2)
V2:
Mă închin  (Mă închin)
Cu inima mea  (Cu inima mea)
Şi Te laud  (Şi Te laud)
Cu viaţa mea  (Viaţa mea)
Ochii mei   (Ochii mei)
Spre Tine privesc  (Spre Tine privesc)
Tu domneşi  (Tu domneşti)
Pe Tronul ceresc  (Tu domneşti)

    CHORUS (ROM):
   |: Te voi lauda întruna
      Numai Ţie-ţi voi cânta
      Doar Tu meriţi toată slava
      Toată închinarea mea :|  

CHORUS (ENG): ",F,"",Speed: Fast,"",,,,,,,,,,,,,,,,,,,,,
1970406,I'm gonna praise you,,"","","September 19, 2010","","","","",Default Arrangement,,0,"",F-G,"",,"","","",,,,,,,,,,,,,,,,,,,,,
1970407,In Tine este viata mea,,"","","December 31, 2017","","","","",Default Arrangement,86,0,Intro: piano one time and full band at the second time; vocals as written.,G,"",,"",Speed: Fast,"",,,,,,,,,,,,,,,,,,,,,
1970408,Indeajuns mi-e Doamne,,"","","February 27, 2022","","","","",Default Arrangement,,0,As written (follow Leader),G,"",,"","","",,,,,,,,,,,,,,,,,,,,,
1970412,Isus iubit,,"","","October 20, 2021","","","","",Default Arrangement,116,0,"Start with instrumental Chorus melody, Vs1, CH, Vs2, CH - Instrumental , Vs 3 CH (watch leader for CH repeats)",Cm,"",,Language: Romanian,"",Style: Evangelism,,,,,,,,,,,,,,,,,,,,,
1970414,Izvorul vietii,,"",Intro:  |  FM7   |  Em7  |  FM7  |  Em7 |   Dm7  |  Gsus4   G  |   Csus4  |   C  |,"March 08, 2020","","","","",Default Arrangement,118,210,"Intro, Geta solo 1st Vs x2, Ch - C, Ch - Db, bridge (Geta solo), Ch - D x2 (Rom . Eng , Rom)","C-D: (Changes from C, Db, D)","",Ab,"","",Style: Evangelism,,,,,,,,,,,,,,,,,,,,,
1970416,Jos la picioare,,"","Pety starts with the chorus, follow unison VERSE and Vocal parts+ full band 2nd time Verse, CH x2, Verse, CH x2 (we'll let the church sing the last chorus)","February 14, 2022","","","","",Default Arrangement,60,0,"Geta make transition to C, Ligia VS1 and Vocal parts VS1+ full band 2nd time Verse, CH x2, Verse, CH x2 (we'll let the church sing the last chorus)",C,"",,Language: Romanian,"",Style: Evangelism,,,,,,,,,,,,,,,,,,,,,
1970417,Langa Tine vreau,,"","","August 01, 2018","","","","",Default Arrangement,60,0,"Short intro soft band, v1 rom - All soft unison , CH x 2- vocal parts, Vs ENG , CH x2",A,"",,"","",Style: Evangelism,,,,,,,,,,,,,,,,,,,,,
1970419,Lasa mila Ta sa cada,,"","Keys+guitars Intro, Guys start verse, girls come in at preCH , CH x2 , Vs, CH , Bridge ""Lasa mila ta sa cada"" (start realy low and build up) , CH","January 23, 2022","","","","",Default Arrangement,80,240,"Keys+guitars Intro, Guys start verse, girls come in at preCH, continue as directed.",A,"",G,Language: Romanian,"","",,,,,,,,,,,,,,,,,,,,,
1970421,Lasati Duhul Sfant sa lucreze,,"","","October 31, 2021","","","","",Default Arrangement,118,0,"intro,CH (vocal parts) x2, Vs1, CHx2....continue as written/practiced",F,"",,Language: Romanian,Speed: Fast,"",,,,,,,,,,,,,,,,,,,,,
1970425,Let it rain,,"","","September 04, 2021","","","","",Default Arrangement,60,330,"Keys+ El Guitar Swells (Am F C G) - CH (""Let it... )  - Low 8ves X2, Follow Pety",Am,"",,"","","",,,,,,,,,,,,,,,,,,,,,
1970426,Lift up your eyes,,"","",,"","","","",Default Arrangement,84,0,"","","",,"","","",,,,,,,,,,,,,,,,,,,,,
1970430,Lord I lift Your name on high,,"","Intro +As written: EN, ROM, ending","June 23, 2021","","","","",Default Arrangement,90,0,"Intro (we'll change it )  +As written: EN, ROM, (BAND watch for the stops!!!) ending",G,"",,"","","",,,,,,,,,,,,,,,,,,,,,
1970431,Majesty(Here I am),,"","INTRO - all band, ALL ENGLISH: as written","February 02, 2022","","","","",Default Arrangement,80,300,"INTRO - all band full speed, ENGLISH, ROMANIAN (V1+Ch), English",A,"",,"",Speed: Medium,"",,,,,,,,,,,,,,,,,,,,,
1970432,Maret esti Dumnezeu,,"","","April 11, 2021","","","","",Default Arrangement,92,270,"Intro, CH, and as usual V1,CH x2, V2 CHx2, V3 (English) , Ch2...",D,"",,Language: Romanian,Speed: Fast,"",,,,,,,,,,,,,,,,,,,,,
1970433,More love,,"","","April 15, 2018","","","","",Default Arrangement,103,0,"",Gm,"",,"","","",,,,,,,,,,,,,,,,,,,,,
1970434,No greater love,,"","","October 17, 2010","","","","",Default Arrangement,94,225,"",G,"Intro:  / / ^f  f  f#  g > El Gt
|F/C  / * C  /|C/D  / / /|B7 * Em  /|* Dm7 / * G7 G/B| 
|F/C  / * C  /|C/D  / / /|G / / / |* B7+  

CHORUS (Eng):					   
                                             F/C C   C/D
There’s no greater love than Jesus
				                 G2  G     B7+
There’s no greater love than He gives
					          F/C   C    C/D
There’s no greater love that frees us
		    |G / / / |C/G / / /|
So deep within      (B7+#9) - to chorus 

VERSE (Eng): 
   G                   D/F#
We praise Your name
            G/F               E7(b9)  /G#     Am7
Stand in awe of Your  never - ending love
              G/B
Love so great
           G/F      F       C/E        D/F#    
That it covers all my sin and shame
 G             D/F#
No greater power
             G/F         E7(b9)   /G#     Am7
There is no greater force in all the earth
                 G/B                  B7+               
Than the  strength of His  love

CHORUS (Eng) x2 > INTERLUDE (intro) 

VERSE (Rom)
Iţi lăudăm Numele, copleşiţi de dragostea
Ce-a iertat, toată vina şi ruşinea mea,
Nu am găsit o putere mai mare pe pământ 
Decât dragostea Lui

CHORUS (Rom) 
Nu e dragoste mai mare 
Decât dragostea lui Isus
Nu-i nimic să poată stinge
Iubirea Lui (X2)

CHORUS (Eng)  line: a  a#  b  ^f  f  f#  g",G,"",Speed: Fast,"",,,,,,,,,,,,,,,,,,,,,
1970435,Numai Tu,,"","Full Vocal (Parts) +Band) CH, Pety - Vs, CH x2, LIgia - Vs(Rom), Ch x2 (we might dropp down the last chorus...","February 14, 2021","","","","",Default Arrangement,70,300,"Full Vocal +Band  (Parts - ROM) CH, Kiki - Vs(Rom), Chx2,  Pety  (ENG)- Vs, CH x2, Ch  (Rom) x2 (we might drop down the last chorus...",D,"INTRO - (keys): ( D )
|A/G  / G  / |Em7 / A / |G/D  / D / |Bsus / B /|
|Em11 / Em/|A11 / / /|D / Gm/D  / | D

VERSE (ROM) :
                              Em7     A11
Lasă Doamne slava     Ta
                 A              D      A/C#   Bm7
Să domnească-n casa  ta 
                                  Em7    A11
Şi-orice suflet să-ți aducă-n dar
           A                  D   Em7  D/F#
Jertfa buzelor pe-alta----------ar 


CHORUS (ROM) x2 :
                        A/G   G    Em7
Numai Tu Esti veş - nic
  A                   G/D     D   *  D7/C  B
Numai Tu esti vred - nic
   B      B/D#   Em11  Em    A11
Meriți toată     glo ---ria
                   D  / Am7 / D/F#  /
Numai Tu Isus  
                   |D  /  Gm/D   / |  D

VERSE (ENG) :
Let Your glory fill this house
Let Your praises fill my mouth
Let each vessel offer up to you
The sacrifice of praise

CHORUS (ENG) x2:
You alone are Holy
You alone are worthy
You deserve the glory 
Jesus You alone

INTERLUDE: (D)  * D   * Em7  * D7/F#
|Gm / / /|Cm7/ / /|F11 / F/A /|Bbsus Bb  / Bb/D|  
|Eb / / /|Cm7 / / /|D/A / / /| D / / /|


CHORUS (ROM) x2",D,"",Speed: Medium,"",,,,,,,,,,,,,,,,,,,,,
1970436,"O, creste-mi iubirea",,"","","February 14, 2022","","","","",Default Arrangement,54,270,"Pad, Vs1 Solo (A-tempo), follow as written",Gm,"

VERSE1       
                       Gm7   Cm       |Gm7  /  /  / |
O, creşte-mi iubirea în inima mea,
           Cm7    F11      F/A             |Bb   /  Gm   / |
 Isuse, Isuse,           mereu Te-aş ruga:
                        Cm7   D7   D7/F#     |Gm7   /F   EbM7  / |
/: Îmi umpe cu dorul       pe care-l   aştept
                 Cm7(6)   D    D7/F#         |Gm    F/A   Bb   / |
Şi ochii şi glasul          şi     inima-n  piept :\
                                                           |Gm  /  /  / |

INTERLUDE: 2nd half Vs Melody  (x2)

VERSE2
O, creşte-mi iubirea, Isuse iubit,
Să fiu de-a ei haruri deplin copleşit;
Revarsă-mi-o-n suflet ca val după val,
Ca râul ce creşte şi dă peste mal.

VERSE3
O, creşte-mi iubirea, iubite Isus,
În starea şi locul în care m-ai pus.
Să port pretutindeni belşugu-i de har,
Şi-a ei revărsare să n-aibă hotar.

INTERLUDE (drop): 2nd half Vs Melody  (x2)

VERSE4
O, creşte-mi iubirea Isuse iubit,
Şi chiar de m-ar arde să fiu mistuit;
Flămând de iubire, mereu Te-aş ruga:
O, creşte-mi iubirea în inima mea! 
",Gm,Language: Romanian,Speed: Slow,Style: Evangelism,,,,,,,,,,,,,,,,,,,,,
1970438,Open the eyes of my heart,,"","","March 07, 2021","","","","",Default Arrangement,90,0,"Gitars+Girls Vs -Big Break All vocals (Parts) come in strong at CH all band comes in on A , Vs - VOCAL PARTS, CH, Drop down at Bridge, build up, BREAK , CHx2 END",D,"",,"","","",,,,,,,,,,,,,,,,,,,,,
1970439,Prin Isus,,"","Intro instrumental (Chorus CHORDS) - very fragmented, lots of space, Vs  (unison), Ch (vocal Parts), Vs (Accapella + drumms) ,full band ay Ch, Vs , END.","February 27, 2022","","","","",Default Arrangement,114,0,As practiced,Dm,"Vs:
|Dm|A|A7|Dm|  x2


Ch:
|C|F|Gm7|A|
|C|F|Bb|A| ",D,Language: Romanian,Speed: Fast,"",,,,,,,,,,,,,,,,,,,,,
